ID_N,UBIGEO,CCDI,NOMBREDI,INF109,INF109A,INF109A_O,INF109B1,INF109C1_D1,INF109C1_D2,INF109C1_D3,INF109C1_D4,INF109C1_D5,INF109B2,INF109C2_D1,INF109C2_P1,INF109C2_D2,INF109C2_P2,INF109C2_D3,INF109C2_P3,INF109C2_D4,INF109C2_P4,INF109C2_D5,INF109C2_P5,INF109C2_D6,INF109C2_P6,INF109C2_D7,INF109C2_P7,INF109C2_D8,INF109C2_P8,INF109C2_D9,INF109C2_P9,INF109C2_D10,INF109C2_P10,INF109B3,INF109C3_D1,INF109C3_P1,INF109C3_DI1,INF109C3_DI1_FT,INF109C3_DI1_FP,INF109C3_D2,INF109C3_P2,INF109C3_DI2,INF109C3_DI2_FT,INF109C3_DI2_FP,INF109C3_D3,INF109C3_P3,INF109C3_DI3,INF109C3_DI3_FT,INF109C3_DI3_FP,INF109C3_D4,INF109C3_P4,INF109C3_DI4,INF109C3_DI4_FT,INF109C3_DI4_FP,INF109C3_D5,INF109C3_P5,INF109C3_DI5,INF109C3_DI5_FT,INF109C3_DI5_FP,INF109C3_D6,INF109C3_P6,INF109C3_DI6,INF109C3_DI6_FT,INF109C3_DI6_FP,INF109C3_D7,INF109C3_P7,INF109C3_DI7,INF109C3_DI7_FT,INF109C3_DI7_FP,INF109C3_D8,INF109C3_P8,INF109C3_DI8,INF109C3_DI8_FT,INF109C3_DI8_FP,INF109C3_D9,INF109C3_P9,INF109C3_DI9,INF109C3_DI9_FT,INF109C3_DI9_FP,INF109C3_D10,INF109C3_P10,INF109C3_DI10,INF109C3_DI10_FT,INF109C3_DI10_FP,INF110_TOT,INF110_TOT_OFI_H,INF110_TOT_OFI_M,INF110_TOT_OFISV_H,INF110_TOT_OFISV_M,INF110_TOT_SOF_H,INF110_TOT_SOF_M,INF110_TOT_SOFSV_H,INF110_TOT_SOFSV_M,INF111_ADM,INF111_ADM_OFI_H,INF111_ADM_OFI_M,INF111_ADM_OFISV_H,INF111_ADM_OFISV_M,INF111_ADM_SOF_H,INF111_ADM_SOF_M,INF111_ADM_SOFSV_H,INF111_ADM_SOFSV_M,INF112_MOT,INF112_MOT_OFI_H,INF112_MOT_OFI_M,INF112_MOT_OFISV_H,INF112_MOT_OFISV_M,INF112_MOT_SOF_H,INF112_MOT_SOF_M,INF112_MOT_SOFSV_H,INF112_MOT_SOFSV_M,INF113_PIE,INF113_PIE_OFI_H,INF113_PIE_OFI_M,INF113_PIE_OFISV_H,INF113_PIE_OFISV_M,INF113_PIE_SOF_H,INF113_PIE_SOF_M,INF113_PIE_SOFSV_H,INF113_PIE_SOFSV_M,INF114_INV_DF,INF114_INV_DF_OFI_H,INF114_INV_DF_OFI_M,INF114_INV_DF_OFISV_H,INF114_INV_DF_OFISV_M,INF114_INV_DF_SOF_H,INF114_INV_DF_SOF_M,INF114_INV_DF_SOFSV_H,INF114_INV_DF_SOFSV_M,INF115_INV_AT,INF115_INV_AT_OFI_H,INF115_INV_AT_OFI_M,INF115_INV_AT_OFISV_H,INF115_INV_AT_OFISV_M,INF115_INV_AT_SOF_H,INF115_INV_AT_SOF_M,INF115_INV_AT_SOFSV_H,INF115_INV_AT_SOFSV_M,INF116_INV_VF,INF116_INV_VF_OFI_H,INF116_INV_VF_OFI_M,INF116_INV_VF_OFISV_H,INF116_INV_VF_OFISV_M,INF116_INV_VF_SOF_H,INF116_INV_VF_SOF_M,INF116_INV_VF_SOFSV_H,INF116_INV_VF_SOFSV_M,INF117_OPC,INF117_OPC_OFI_H,INF117_OPC_OFI_M,INF117_OPC_OFISV_H,INF117_OPC_OFISV_M,INF117_OPC_SOF_H,INF117_OPC_SOF_M,INF117_OPC_SOFSV_H,INF117_OPC_SOFSV_M,INF118_PG,INF118_PG_OFI_H,INF118_PG_OFI_M,INF118_PG_OFISV_H,INF118_PG_OFISV_M,INF118_PG_SOF_H,INF118_PG_SOF_M,INF118_PG_SOFSV_H,INF118_PG_SOFSV_M,INF119_SC,INF119_SC_OFI_H,INF119_SC_OFI_M,INF119_SC_OFISV_H,INF119_SC_OFISV_M,INF119_SC_SOF_H,INF119_SC_SOF_M,INF119_SC_SOFSV_H,INF119_SC_SOFSV_M,INF120_O,INF120_O_O,INF120_O_OFI_H,INF120_O_OFI_M,INF120_O_OFISV_H,INF120_O_OFISV_M,INF120_O_SOF_H,INF120_O_SOF_M,INF120_O_SOFSV_H,INF120_O_SOFSV_M,INF121_1,INF121_1_CANT,INF121_2,INF121_2_CANT,INF121_3,INF121_3_CANT,INF121_4,INF121_4_CANT,INF121_5,INF121_5_CANT,INF121_6,INF121_6_CANT,INF121_7,INF121_7_CANT,INF121_8,INF121_8_CANT,INF121_9,INF121_9_CANT,INF121_10,INF121_10_CANT,INF121_11,INF121_11_CANT,INF121_12,INF121_12_CANT,INF121_13,INF121_13_CANT,INF121_14,INF121_14_CANT,INF121_TOT,INF122,INF123,INF123_A,INF124,INF124_A,INF124_B1,INF124_B2,INF124_B3,INF124_B4,INF124_B5,INF124_B6,INF124_B7,INF124_B8,INF124_B9,INF124_B10,INF124_B11,INF124_B12,INF124_B13,INF124_B14,INF124_B15,INF124_B16,INF124_B17,INF124_B18,INF124_B19,INF124_B20,INF124_B21,INF124_B22,INF124_B23,INF124_B24,INF124_B25,INF124_B26,INF124_B27,INF124_B28,INF124_B29,INF124_B30,INF124_B31,INF124_B32,INF124_B33,INF124_B34,INF124_B35,INF124_B36,INF124_B37,INF124_B38,INF124_B39,INF124_B40,INF125,INF125_A,INF126_1,INF126_2,INF126_3,INF126_4,INF126_5,INF126_6,INF126_7,INF126_8,INF126_9,INF126_10,INF126_11,INF126_12,INF126_13,INF126_14,INF126_15,INF126_16,INF126_O,GPSLATITUD_INF,GPSLONGITUD_INF
0958,020101,01,HUARAZ,De 5000 - 10000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,5,No,Si,2,1,1,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,1,0,0,0,22,7,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,Si,1,No, ,Si,2,Si,25,30,0,Sí,8,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.52707907,-77.53541276
0959,020101,01,HUARAZ,De 20001 - 40000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,8,No,Si,2,1,1,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,1,0,0,0,20,9,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,1,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,Si,1,Si,1,Si,1,No, ,Si,2,No, ,No, ,Si,4,Si,21,30,0,Sí,9,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.54260505,-77.53300929
0960,020105,05,INDEPENDENCIA,De 5000 - 10000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,5,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,0,0,0,0,19,8,1,0,3,0,0,0,0,1,2,0,0,5,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,5,0,0,0,0,4,0,1,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,3,Si,2,No, ,Si,2,Si,1,No, ,Si,1,Si,19,28,0,Sí,8,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.47419344,-77.53750311
0961,020110,10,PARIACOTO,De 5000 - 10000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,10,Si,No,2,1,2,Si,No,2,1,1,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,1,0,0,0,16,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,Si,3,No, ,Si,1,Si,1,Si,1,Si,1,Si,9,17,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.55972629,-77.89025699
0962,020111,11,PIRA,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,1,11,No,Si,2,1,7,No,Si,2,1,4,No,Si,2,1,9,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,1,0,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,LABORES MIXTAS,0,0,0,0,1,0,0,0,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,No, ,No, ,Si,3,Si,11,15,0,Sí,5,Sí,4,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-9.580864,-77.70756678
0963,020112,12,TARICA,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,12,Si,No,2,1,12,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,0,1,0,0,17,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,ARMERO,0,0,0,0,2,0,0,0,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,Si,1,No, ,No, ,No, ,No, ,Si,2,Si,17,21,0,Sí,6,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.39288698,-77.5739404
0964,020201,01,AIJA,De 5000 - 10000 Hab,Provincial, , , , , , , ,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,0,0,0,0,12,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,Si,3,Si,10,14,0,Sí,2,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.78325764,-77.60940487
0965,020301,01,LLAMELLIN,De 10001 - 20000 Hab,Provincial, , , , , , , ,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,No, ,Si,5,Si,5,11,0,Sí,1,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.10033245,-77.01650839
0966,020401,01,CHACAS,De 10001 - 20000 Hab,Provincial, , , , , , , ,1,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,0,0,0,0,17,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,Si,2,No, ,Si,1,Si,4,Si,10,18,0,Sí,5,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.16337613,-77.36653446
0967,020501,01,CHIQUIAN,De 10001 - 20000 Hab,Provincial, , , , , , , ,1,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,1,0,0,0,18,3,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,Si,4,Si,16,22,0,Sí,8,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-10.15478576,-77.15741416
0968,020505,05,CAJACAY,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,5,5,No,Si,2,5,3,No,Si,2,17,7,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,0,0,0,0,12,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,Si,1,Si,2,Si,9,No, ,No, ,No, ,13,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-10.15375204,-77.43865901
0969,020507,07,COLQUIOC,De 5000 - 10000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,7,Si,No,2,5,10,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,1,0,0,0,14,4,0,0,2,0,0,0,0,1,1,0,0,6,0,0,0,0,6,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,Si,1,No, ,Si,6,Si,10,19,0,Sí,4,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-10.31293277,-77.61756694
0970,020508,08,HUALLANCA,De 5000 - 10000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,5,8,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0,0,0,0,10,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,Si,2,Si,8,11,0,Sí,7,Sí,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-9.90139427,-76.94111902
0971,020508,08,HUALLANCA,De 20001 - 40000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,5,8,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0,0,0,0,8,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,Si,2,No, ,No, ,No, ,No, ,Si,1,Si,1,Si,5,9,0,No, ,Sí,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-9.87046232,-77.01716278
0972,021202,02,HUALLANCA,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,12,2,Si,No,2,12,10,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,0,0,0,0,7,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,Si,1,No, ,No, ,Si,2,Si,5,9,0,Sí,2,Sí,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Almenos una,1,Si,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,Si,No, ,-8.81843259,-77.86211693
0973,020601,01,CARHUAZ,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,6,1,Si,No,2,6,5,Si,No,2,6,2,Si,No,2,6,3,Si,No,2,6,9,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , ,30,1,0,0,0,21,8,0,0,3,0,0,0,0,1,2,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,4,1,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,5,LABORES MIXTAS,0,0,0,0,4,1,0,0,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,29,30,0,No, ,Sí,1,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-9.28248511,-77.64606581
0974,020604,04,ANTA,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,6,4,Si,No,2,6,11,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,1,0,0,0,14,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,Si,1,Si,2,No, ,No, ,No, ,Si,3,Si,11,18,0,Sí,1,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.35756275,-77.59866296
0975,020606,06,MARCARA,De 10001 - 20000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,6,8,No,Si,2,6,7,No,Si,2,6,6,No,Si, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,1,0,0,0,13,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,Si,1,No, ,Si,1,Si,5,Si,9,17,0,Sí,7,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.32238612,-77.60430709
0976,020701,01,SAN LUIS,De 5000 - 10000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,7,1,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0,0,0,0,8,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,Si,1,Si,8,10,0,Sí,4,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.09459398,-77.33019334
0977,020801,01,CASMA,De 80001 a más Hab,Provincial, , , , , , , ,1,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87,3,0,0,0,76,8,0,0,6,0,0,0,0,4,2,0,0,30,0,0,0,0,30,0,0,0,11,0,0,0,0,11,0,0,0,8,0,0,0,0,7,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,3,1,0,0,6,0,0,0,0,6,0,0,0,4,3,0,0,0,1,0,0,0,14,TERNA,0,0,0,0,12,2,0,0,No, ,Si,1,No, ,No, ,Si,1,Si,1,Si,4,Si,4,Si,3,Si,1,No, ,Si,3,Si,12,Si,57,87,0,No, ,Sí,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ninguna, , , , , , , , , , , , , , , , , , ,-9.47565505,-78.30596287
0978,020804,04,YAUTAN,De 20001 - 40000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,8,4,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,1,0,0,0,18,2,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,Si,1,No, ,Si,1,Si,5,No, ,Si,1,Si,1,Si,1,Si,1,Si,10,21,0,No, ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-9.51186771,-77.99684409
0979,020901,01,CORONGO,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,9,1,Si,No,2,9,2,Si,No,2,9,3,Si,No,2,9,4,Si,No,2,9,7,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , ,10,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,2,No, ,No, ,Si,1,No, ,Si,1,Si,6,10,0,Sí,3,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-8.57050324,-77.89820492
0980,020905,05,LA PAMPA,Menos de 5000 Hab,Distrital, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,9,5,Si,No,2,9,6,Si,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,No, ,No, ,No, ,No, ,No, ,No, ,No, ,Si,1,No, ,No, ,No, ,No, ,Si,2,Si,7,10,0,Sí,2,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-8.66255567,-77.90120042
